RowNumber,Loan_ID,CustomerId,Surname,Designation,Education,Self_Employed,CreditScore,Credit_History,Geography,Property_Area,Married,Gender,Age,Tenure,Balance,HasCar,NumOfProducts,HasCrCard,IsActiveMember,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,EstimatedSalary,Exited,Loan_Status,No Customer,LoanAmount
457,LP002459,15747960,Eluemuno,Manager,Graduate,No,733,1,France,Urban,Divorced,Male,33,3,0,Yes,Yes,Yes,Yes,0,4301,0,118,7666.73,0,Y,1,507
458,LP002467,15634632,Titus,Executive,Graduate,No,711,1,France,Urban,Married,Male,38,3,0,Yes,2,Yes,No,0,3708,2569,173,68487.51,0,N,1,517
459,LP002472,15707362,Yin,Executive,Graduate,No,514,1,Germany,Rural,No,Male,43,1,95556.31,No,Yes,No,Yes,2,4354,0,136,199273.98,1,Y,1,693
460,LP002473,15662976,Lettiere,Sr Manager,Graduate,No,637,1,Spain,Semiurban,Divorced,Male,37,8,0,Yes,Yes,Yes,Yes,0,8334,0,160,186062.36,0,N,1,122
461,LP002478,15732778,Templeman,Manager,Graduate,Yes,468,1,Germany,Semiurban,Divorced,Male,29,1,111681.98,Yes,2,Yes,Yes,0,2083,4083,160,195711.16,0,Y,1,745
462,LP002484,15718443,Chibuzo,Manager,Graduate,No,539,1,France,Urban,Married,Male,39,3,0,Yes,2,Yes,No,3+,7740,0,128,36692.17,0,Y,1,406
463,LP002487,15670039,Sun,Manager,Graduate,No,509,1,Spain,Rural,Divorced,Female,25,3,108738.71,Yes,2,Yes,No,0,3015,2188,153,106920.57,0,Y,1,666
464,LP002489,15773792,Evans,Sr Manager,Not Graduate,No,662,1,France,Semiurban,No,Female,32,4,133950.37,Yes,Yes,Yes,Yes,1,5191,0,132,48725.68,1,Y,1,826
465,LP002493,15613786,Ogbonnaya,Executive,Graduate,No,818,0,Spain,Semiurban,No,Male,26,4,0,Yes,2,Yes,Yes,0,4166,0,98,167036.94,0,N,1,197
466,LP002494,15726032,Enyinnaya,VP,Graduate,No,608,1,France,Rural,No,Male,33,9,89968.69,Yes,Yes,Yes,No,0,6000,0,140,68777.26,0,Y,1,351
467,LP002500,15663252,Olisanugo,Sr Manager,Not Graduate,No,850,0,Spain,Urban,Divorced,Female,32,9,0,Yes,2,Yes,Yes,3+,2947,1664,70,18924.92,0,N,1,647
468,LP002501,15593782,Brookes,Manager,Graduate,No,816,1,Germany,Semiurban,Divorced,Female,38,5,130878.75,Yes,3,Yes,No,0,16692,0,110,71905.77,1,Y,1,811
469,LP002502,15633283,Padovano,Executive,Not Graduate,No,536,1,France,Semiurban,Divorced,Male,35,8,0,Yes,2,Yes,No,2,210,2917,98,64833.28,0,Y,1,432
470,LP002505,15749167,Fisk,Executive,Graduate,No,753,1,France,Urban,Divorced,Male,35,3,0,Yes,2,Yes,Yes,0,4333,2451,110,184843.77,0,N,1,915
471,LP002515,15759298,Shih,Manager,Graduate,Yes,631,1,Spain,Semiurban,Divorced,Male,27,10,134169.62,Yes,Yes,Yes,Yes,1,3450,2079,162,176730.02,0,Y,1,644
472,LP002517,15683625,Hare,Executive,Not Graduate,No,703,0,France,Rural,Married,Male,37,1,149762.08,Yes,Yes,Yes,No,1,2653,1500,113,20629.4,1,N,1,764
473,LP002519,15635367,Muir,Executive,Graduate,No,774,1,France,Semiurban,Married,Male,26,2,93844.69,Yes,Yes,Yes,No,3+,4691,0,100,28415.36,0,Y,1,526
474,LP002522,15681705,Fanucci,Manager,Graduate,Yes,785,1,France,Urban,No,Male,28,8,0,Yes,2,Yes,No,0,2500,0,93,77231.27,0,Y,1,842
475,LP002524,15603156,Elewechi,Sr Manager,Graduate,No,571,1,France,Rural,No,Female,33,1,0,Yes,2,Yes,No,2,5532,4648,162,102750.7,0,Y,1,252
476,LP002527,15591986,Johnston,Manager,Graduate,Yes,621,1,Germany,Rural,Married,Male,46,6,141078.37,No,Yes,No,No,2,16525,1014,150,34580.8,1,Y,1,636
477,LP002529,15798888,Pisano,Manager,Graduate,No,605,1,Germany,Semiurban,Married,Female,31,1,117992.59,Yes,Yes,Yes,Yes,2,6700,1750,230,183598.77,0,Y,1,545
478,LP002530,15809722,Ankudinov,Executive,Graduate,No,611,0,France,Semiurban,Married,Female,40,8,100812.33,Yes,2,Yes,No,2,2873,1872,132,147358.27,0,N,1,312
479,LP002531,15677538,Nwokike,Manager,Graduate,Yes,569,1,France,Semiurban,Married,Male,38,7,0,Yes,Yes,Yes,Yes,1,16667,2250,86,108469.2,0,Y,1,342
480,LP002533,15797736,Smith,Manager,Graduate,No,658,1,France,Urban,Divorced,Male,29,4,80262.6,Yes,Yes,Yes,Yes,2,2947,1603,,20612.82,0,N,1,135
481,LP002534,15695585,Atkins,Manager,Not Graduate,No,788,1,Spain,Rural,No,Male,34,6,156478.62,No,Yes,No,Yes,0,4350,0,154,181196.76,0,Y,1,644
482,LP002536,15744398,Burns,Executive,Not Graduate,No,525,1,France,Rural,Divorced,Female,23,5,0,Yes,2,Yes,No,3+,3095,0,113,160249.1,0,Y,1,586
483,LP002537,15750658,Obiuto,Executive,Graduate,No,798,1,France,Semiurban,Married,Male,37,8,0,No,3,No,No,0,2083,3150,128,110783.28,0,Y,1,462
484,LP002541,15578186,Pirozzi,Sr Manager,Graduate,No,486,1,Germany,Semiurban,Married,Male,37,9,115217.99,Yes,2,Yes,No,0,10833,0,234,144995.33,0,Y,1,404
485,LP002543,15676519,George,Manager,Graduate,No,615,1,Spain,Semiurban,Divorced,Male,61,9,0,Yes,2,Yes,No,2,8333,0,246,150227.85,1,Y,1,605
486,LP002544,15637954,Lewis,Manager,Not Graduate,No,730,1,France,Rural,Divorced,Female,35,0,155470.55,Yes,Yes,Yes,Yes,1,1958,2436,131,53718.28,0,Y,1,450
487,LP002545,15758639,Moran,Executive,Graduate,No,641,0,France,Rural,No,Male,37,7,0,Yes,2,Yes,No,2,3547,0,80,75248.3,0,N,1,901
488,LP002547,15613772,Dalrymple,Manager,Graduate,No,542,1,France,Urban,Divorced,Male,39,3,135096.77,Yes,Yes,Yes,Yes,1,18333,0,500,14353.43,1,N,1,303
489,LP002555,15731744,Carslaw,Manager,Graduate,Yes,692,1,France,Semiurban,Divorced,Male,30,2,0,No,2,No,Yes,2,4583,2083,160,130486.57,0,Y,1,723
490,LP002556,15807709,Kirby,Executive,Graduate,No,714,1,Germany,Urban,No,Female,55,9,180075.22,Yes,Yes,Yes,Yes,0,2435,0,75,100127.71,0,N,1,371
491,LP002560,15714689,Houghton,Executive,Not Graduate,No,591,1,Spain,Semiurban,No,Male,29,1,97541.24,Yes,Yes,Yes,Yes,0,2699,2785,96,196356.17,0,Y,1,732
492,LP002562,15699005,Martin,Manager,Not Graduate,No,710,1,France,Urban,Married,Female,41,2,156067.05,Yes,Yes,Yes,Yes,1,5333,1131,186,9983.88,0,Y,1,256
493,LP002571,15624170,Tan,Executive,Not Graduate,No,639,1,France,Rural,No,Female,38,4,81550.94,No,2,No,Yes,0,3691,0,110,118974.77,0,Y,1,375
494,LP002582,15725679,Hsia,Manager,Not Graduate,Yes,531,1,France,Semiurban,No,Female,47,6,0,No,Yes,No,No,0,17263,0,225,194998.34,1,Y,1,602
495,LP002585,15585865,Westerberg,Sr Manager,Graduate,No,673,0,France,Rural,Divorced,Female,38,2,170061.92,No,2,No,No,0,3597,2157,119,134901.34,1,N,1,830
496,LP002586,15804256,Hale,Sr Manager,Graduate,No,765,1,Germany,Semiurban,Divorced,Male,36,8,92310.54,Yes,2,Yes,Yes,1,3326,913,105,72924.56,0,Y,1,647
497,LP002587,15662403,Kryukova,Manager,Not Graduate,No,622,1,France,Rural,Divorced,Female,32,6,169089.38,Yes,2,Yes,No,0,2600,1700,107,101057.95,0,Y,1,489
498,LP002588,15733616,Sopuluchukwu,Sr Manager,Graduate,No,806,1,France,Urban,Divorced,Male,40,5,80613.93,Yes,Yes,Yes,Yes,0,4625,2857,111,142838.64,0,Y,1,555
499,LP002600,15591995,Barry,Manager,Graduate,Yes,757,1,Germany,Semiurban,Divorced,Male,26,8,121581.56,Yes,2,Yes,Yes,1,2895,0,95,127059.04,0,Y,1,261
500,LP002602,15677020,Selezneva,Manager,Graduate,No,570,0,France,Rural,No,Female,58,8,0,No,Yes,No,Yes,0,6283,4416,209,116503.92,1,N,1,405
501,LP002603,15727688,Chizuoke,Executive,Graduate,No,555,1,Spain,Rural,No,Male,32,4,0,Yes,2,Yes,Yes,0,645,3683,113,54405.79,0,Y,1,198
502,LP002606,15715941,Lueck,Executive,Graduate,No,692,1,France,Semiurban,No,Male,54,5,0,Yes,2,Yes,Yes,0,3159,0,100,88721.84,0,Y,1,450
503,LP002615,15714485,Udinese,VP,Graduate,No,774,1,France,Semiurban,Divorced,Male,60,5,85891.55,Yes,Yes,Yes,No,2,4865,5624,208,74135.48,1,Y,1,393
504,LP002618,15730059,Udobata,Manager,Not Graduate,No,638,1,Spain,Rural,Divorced,Male,44,9,77637.35,Yes,2,Yes,Yes,1,4050,5302,138,111346.22,0,N,1,332
505,LP002619,15715527,Freeman,Sr Manager,Not Graduate,No,543,1,Spain,Semiurban,Divorced,Female,41,4,0,No,Yes,No,No,0,3814,1483,124,194902.16,0,Y,1,886
506,LP002622,15576623,Outlaw,VP,Graduate,No,584,1,France,Rural,Married,Male,31,5,0,Yes,2,Yes,No,2,3510,4416,243,31474.27,0,Y,1,240
507,LP002624,15805565,Obiuto,Executive,Graduate,No,691,1,Germany,Urban,Married,Male,30,7,116927.89,Yes,Yes,Yes,No,0,20833,6667,480,21198.39,0,Y,1,558
508,LP002625,15677307,Lo,Executive,Graduate,No,684,1,Germany,Urban,No,Female,40,6,137326.65,Yes,Yes,Yes,No,0,3583,0,96,186976.6,0,N,1,830
509,LP002626,15773890,Okechukwu,Manager,Graduate,Yes,733,1,France,Urban,Married,Male,22,5,0,Yes,2,Yes,Yes,0,2479,3013,188,117202.19,0,Y,1,950
510,LP002634,15598883,King,Sr Manager,Graduate,No,599,1,Spain,Urban,No,Female,37,2,0,Yes,2,Yes,Yes,1,13262,0,40,143739.29,0,Y,1,814
511,LP002637,15568506,Forbes,Executive,Not Graduate,No,524,1,Germany,Rural,No,Female,31,10,67238.98,Yes,2,Yes,Yes,0,3598,1287,100,161811.23,0,N,1,587
512,LP002640,15761043,Macleod,Sr Manager,Graduate,No,632,1,Germany,Semiurban,Divorced,Female,38,6,86569.76,Yes,2,Yes,No,1,6065,2004,250,98090.91,0,Y,1,148
513,LP002643,15782236,Gibbs,Sr Manager,Graduate,No,735,1,Spain,Urban,Divorced,Male,34,5,0,No,2,No,No,2,3283,2035,148,71095.41,0,Y,1,252
514,LP002648,15593601,Isayev,Executive,Graduate,No,734,1,France,Semiurban,Married,Male,34,6,133598.4,Yes,Yes,Yes,Yes,0,2130,6666,70,13107.24,0,N,1,425
515,LP002652,15682048,Pisano,Executive,Graduate,No,605,1,France,Rural,No,Female,51,3,136188.78,Yes,Yes,Yes,Yes,0,5815,3666,311,67110.59,1,N,1,563
516,LP002659,15746902,Belstead,AVP,Graduate,No,793,1,Spain,Rural,Married,Male,38,9,0,Yes,2,Yes,No,3+,3466,3428,150,88225.02,0,Y,1,471
517,LP002670,15752081,Vassiliev,Manager,Graduate,No,468,1,France,Semiurban,Divorced,Female,56,10,0,No,3,No,Yes,2,2031,1632,113,62256.87,1,Y,1,329
518,LP002682,15781307,Schneider,Executive,Not Graduate,No,779,0,Germany,Semiurban,Married,Male,37,7,120092.52,Yes,2,Yes,No,0,3074,1800,123,135925.72,0,N,1,790
519,LP002683,15775912,Mazzanti,Executive,Graduate,No,698,1,France,Semiurban,No,Male,48,4,101238.24,No,2,No,Yes,0,4683,1915,185,177815.87,1,N,1,167
520,LP002684,15745417,Knipe,Executive,Not Graduate,No,707,1,France,Rural,No,Male,58,6,89685.92,No,Yes,No,Yes,0,3400,0,95,126471.13,0,N,1,741
521,LP002689,15671256,Macartney,Executive,Not Graduate,No,850,1,France,Semiurban,Married,Female,35,1,211774.31,Yes,Yes,Yes,No,2,2192,1742,45,188574.12,1,Y,1,738
522,LP002690,15653547,Madukwe,Executive,Graduate,No,850,1,France,Semiurban,No,Male,56,7,131317.48,Yes,Yes,Yes,Yes,0,2500,0,55,119175.45,0,Y,1,888
523,LP002692,15595766,Watts,Manager,Graduate,Yes,527,1,Spain,Rural,Divorced,Male,37,5,93722.73,Yes,2,Yes,Yes,3+,5677,1424,100,139093.73,0,Y,1,367
524,LP002693,15742358,Humphreys,Manager,Graduate,Yes,696,1,Germany,Rural,Divorced,Male,32,8,101160.99,Yes,Yes,Yes,Yes,2,7948,7166,480,115916.55,0,Y,1,647
525,LP002697,15763274,Wu,Manager,Graduate,No,661,1,France,Semiurban,No,Male,48,3,120320.54,No,Yes,No,No,0,4680,2087,,96463.25,0,N,1,584
526,LP002699,15786063,Chin,Manager,Graduate,Yes,776,1,France,Rural,Married,Female,31,2,0,Yes,2,Yes,Yes,2,17500,0,400,112349.51,0,Y,1,100
527,LP002705,15600258,Chesnokova,Manager,Graduate,No,701,1,France,Semiurban,Divorced,Male,43,2,0,Yes,2,Yes,Yes,0,3775,0,110,165303.79,0,Y,1,813
528,LP002706,15573318,Kung,AVP,Not Graduate,No,610,0,France,Semiurban,Married,Male,26,8,0,Yes,2,Yes,No,1,5285,1430,161,166031.08,0,Y,1,383
529,LP002714,15653849,Lu,Executive,Not Graduate,No,572,1,Germany,Semiurban,No,Female,48,3,152827.99,Yes,Yes,Yes,No,1,2679,1302,94,38411.79,1,Y,1,129
530,LP002716,15694272,Nkemakolam,VP,Not Graduate,No,673,1,France,Semiurban,No,Male,30,1,64097.75,Yes,Yes,Yes,Yes,0,6783,0,130,77783.35,0,Y,1,977
531,LP002717,15736112,Walton,Executive,Graduate,No,519,1,Spain,Rural,Divorced,Female,57,2,119035.35,Yes,2,Yes,Yes,0,1025,5500,216,29871.79,0,Y,1,224
532,LP002720,15749851,Brookes,Manager,Graduate,No,702,1,Spain,Urban,Divorced,Female,26,4,135219.57,No,Yes,No,Yes,3+,4281,0,100,59747.63,0,Y,1,630
533,LP002723,15663478,Baldwin,VP,Graduate,No,729,0,France,Rural,No,Male,32,6,93694.42,Yes,Yes,Yes,Yes,2,3588,0,110,79919.13,0,N,1,417
534,LP002729,15592300,Mai,Manager,Graduate,No,543,0,Spain,Semiurban,No,Male,35,10,59408.63,Yes,Yes,Yes,No,1,11250,0,196,76773.53,0,N,1,222
535,LP002731,15567832,Shih,Manager,Not Graduate,Yes,550,1,France,Urban,No,Female,40,7,114354.95,Yes,Yes,Yes,No,0,18165,0,125,54018.93,0,Y,1,106
536,LP002732,15776780,He,VP,Not Graduate,Yes,608,1,France,Rural,No,Male,59,1,0,Yes,Yes,Yes,No,0,2550,2042,126,70649.64,1,Y,1,289
537,LP002734,15592846,Fiorentini,Executive,Graduate,No,639,1,Germany,Urban,Divorced,Male,35,10,128173.9,Yes,2,Yes,No,0,6133,3906,324,59093.39,0,Y,1,839
538,LP002738,15739803,Lucciano,Executive,Graduate,No,686,1,Spain,Semiurban,No,Male,34,9,0,Yes,2,Yes,No,2,3617,0,107,127569.8,0,Y,1,579
539,LP002739,15794142,Ferreira,Manager,Not Graduate,No,564,1,Germany,Rural,Divorced,Female,62,5,114931.35,No,3,No,Yes,0,2917,536,66,18260.98,1,N,1,392
540,LP002740,15762729,Ukaegbunam,Manager,Graduate,No,745,1,Germany,Rural,Divorced,Female,28,1,111071.36,Yes,Yes,Yes,No,3+,6417,0,157,73275.96,1,Y,1,960
541,LP002741,15667896,De Luca,Manager,Graduate,No,833,1,France,Semiurban,Married,Male,37,8,151226.18,Yes,2,Yes,Yes,1,4608,2845,140,136129.49,0,Y,1,374
542,LP002743,15626578,Milne,Manager,Graduate,No,622,0,France,Semiurban,No,Male,26,9,0,Yes,2,Yes,Yes,0,2138,0,99,153237.59,0,N,1,735
543,LP002753,15776223,Davide,Executive,Graduate,No,597,1,France,Semiurban,No,Female,42,4,64740.12,Yes,Yes,Yes,Yes,1,3652,0,95,106841.12,0,Y,1,268
544,LP002755,15705953,Kodilinyechukwu,Executive,Not Graduate,No,721,1,Spain,Urban,Divorced,Male,51,0,169312.13,Yes,Yes,Yes,No,1,2239,2524,128,109078.35,1,Y,1,841
545,LP002757,15802593,Little,Manager,Not Graduate,No,504,1,France,Semiurban,Married,Female,49,7,0,No,3,No,Yes,0,3017,663,102,87822.14,1,Y,1,228
546,LP002767,15615457,Burns,AVP,Graduate,No,842,1,Spain,Rural,Divorced,Female,44,2,112652.08,Yes,2,Yes,No,0,2768,1950,155,126644.98,0,Y,1,530
547,LP002768,15708916,Paterson,AVP,Not Graduate,No,587,1,France,Semiurban,No,Male,38,0,0,Yes,2,Yes,No,0,3358,0,80,47414.15,0,N,1,178
548,LP002772,15720187,Han,Executive,Graduate,No,479,1,Germany,Rural,No,Female,30,7,143964.36,Yes,2,Yes,No,0,2526,1783,145,41879.99,0,Y,1,428
549,LP002776,15595440,Kryukova,Manager,Graduate,No,508,0,France,Semiurban,No,Male,49,7,122451.46,Yes,2,Yes,Yes,0,5000,0,103,75808.1,0,N,1,393
550,LP002777,15600651,Ijendu,Executive,Graduate,No,749,1,France,Rural,Divorced,Male,24,1,0,Yes,3,Yes,Yes,0,2785,2016,110,47911.03,0,Y,1,272
551,LP002778,15750141,Reichard,Manager,Graduate,Yes,721,0,Germany,Rural,Divorced,Female,36,3,65253.07,Yes,2,Yes,No,2,6633,0,,28737.78,0,N,1,561
552,LP002784,15657284,Day,Manager,Not Graduate,No,674,1,Germany,Rural,Married,Male,47,6,106901.94,Yes,Yes,Yes,Yes,1,2492,2375,,2079.2,1,Y,1,361
553,LP002785,15763063,Price,Executive,Graduate,No,685,1,Spain,Urban,Divorced,Female,25,10,128509.63,Yes,Yes,Yes,No,1,3333,3250,158,121562.33,0,Y,1,242
554,LP002788,15709324,Bruce,Manager,Not Graduate,No,417,0,France,Urban,Married,Male,34,7,0,Yes,2,Yes,No,0,2454,2333,181,55003.79,0,N,1,546
555,LP002789,15711309,Sumrall,Manager,Graduate,No,574,0,Germany,Rural,Divorced,Male,33,3,129834.67,Yes,Yes,Yes,No,0,3593,4266,132,193131.42,0,N,1,595
556,LP002792,15775318,Lu,VP,Graduate,No,590,1,Spain,Semiurban,Divorced,Female,51,3,154962.99,No,3,No,Yes,1,5468,1032,26,191932.27,1,Y,1,678
557,LP002794,15705515,Lazarev,Manager,Graduate,No,587,1,Germany,Urban,No,Male,40,5,138241.9,Yes,2,Yes,No,0,2667,1625,84,159418.1,0,Y,1,395
558,LP002795,15634844,Miller,Manager,Graduate,Yes,598,1,Germany,Semiurban,Divorced,Male,41,3,91536.93,Yes,Yes,Yes,No,3+,10139,0,260,191468.78,1,Y,1,744
559,LP002798,15717046,Wentworth-Shields,Executive,Graduate,No,741,1,Spain,Semiurban,Divorced,Male,53,3,0,Yes,2,Yes,Yes,0,3887,2669,162,38913.68,0,Y,1,999
560,LP002804,15571816,Ritchie,Executive,Graduate,No,850,1,Spain,Semiurban,Divorced,Female,70,5,0,Yes,Yes,Yes,Yes,0,4180,2306,182,705.18,0,Y,1,807
561,LP002807,15670080,Mackenzie,Manager,Not Graduate,No,584,1,Germany,Semiurban,Married,Female,29,7,105204.01,No,Yes,No,Yes,2,3675,242,108,138490.03,0,Y,1,637
562,LP002813,15800440,Power,Manager,Graduate,Yes,650,1,Spain,Semiurban,Married,Male,61,1,152968.73,No,Yes,No,Yes,1,19484,0,600,82970.69,0,Y,1,679
563,LP002820,15665678,Tan,Executive,Graduate,No,607,1,Spain,Rural,Divorced,Male,36,8,158261.68,Yes,Yes,Yes,Yes,0,5923,2054,211,76744.72,0,Y,1,233
564,LP002821,15665956,Pendergrass,Manager,Not Graduate,Yes,509,1,France,Semiurban,No,Female,46,1,0,Yes,Yes,Yes,No,0,5800,0,132,71244.59,1,Y,1,235
565,LP002832,15788126,Evans,Manager,Graduate,No,689,0,Spain,Urban,Divorced,Female,38,6,121021.05,Yes,Yes,Yes,Yes,2,8799,0,258,12182.15,0,N,1,968
566,LP002833,15811773,Hsia,Manager,Not Graduate,No,543,0,France,Rural,Divorced,Male,36,4,0,Yes,2,Yes,Yes,0,4467,0,120,141210.5,0,Y,1,598
567,LP002836,15651674,Billson,Manager,Graduate,No,438,1,Spain,Urban,No,Female,54,2,0,No,Yes,No,No,0,3333,0,70,191763.07,1,Y,1,935
568,LP002837,15689614,Teng,Executive,Graduate,No,687,0,Spain,Rural,Married,Female,63,1,137715.66,Yes,Yes,Yes,Yes,3+,3400,2500,123,37938.74,0,N,1,779
569,LP002840,15795564,Moretti,Manager,Graduate,No,737,1,Germany,Urban,No,Male,31,5,121192.22,Yes,2,Yes,Yes,0,2378,0,9,74890.58,0,N,1,776
570,LP002841,15706647,Jordan,Manager,Graduate,No,761,0,France,Urban,Married,Male,31,7,0,Yes,3,Yes,Yes,0,3166,2064,104,166698.18,0,N,1,156
571,LP002842,15728505,Ts'ao,Executive,Graduate,No,601,1,France,Urban,Married,Male,44,1,100486.18,Yes,2,Yes,Yes,1,3417,1750,186,62678.53,0,Y,1,453
572,LP002847,15730076,Osborne,Executive,Graduate,No,651,0,France,Urban,Divorced,Male,45,1,0,Yes,Yes,Yes,No,0,5116,1451,165,67740.08,1,N,1,868
573,LP002855,15622003,Carslaw,Executive,Graduate,No,745,1,France,Urban,Divorced,Male,35,9,92566.53,Yes,2,Yes,No,2,16666,0,275,161519.77,0,Y,1,537
574,LP002862,15607312,Ch'ang,Manager,Not Graduate,No,648,1,Spain,Semiurban,Divorced,Female,49,10,0,Yes,2,Yes,Yes,2,6125,1625,187,159835.78,1,N,1,882
575,LP002863,15644753,Hung,Manager,Graduate,No,848,1,Spain,Semiurban,Divorced,Male,40,3,110929.96,Yes,Yes,Yes,Yes,3+,6406,0,150,30876.84,0,N,1,956
576,LP002868,15653620,Gordon,VP,Graduate,No,546,1,France,Urban,Married,Female,27,8,0,Yes,2,Yes,Yes,2,3159,461,108,14858.1,0,Y,1,801
577,LP002872,15761986,Obialo,Executive,Graduate,No,439,0,Spain,Semiurban,Married,Female,32,3,138901.61,Yes,Yes,Yes,No,0,3087,2210,136,75685.97,0,N,1,473
578,LP002874,15633922,Gray,Manager,Graduate,No,755,1,France,Urban,No,Male,30,4,123217.66,No,2,No,Yes,0,3229,2739,110,144183.1,0,Y,1,913
579,LP002877,15734674,Lin,Executive,Graduate,No,593,1,France,Rural,Divorced,Female,41,6,0,Yes,Yes,Yes,No,1,1782,2232,107,65170.66,0,Y,1,896
580,LP002888,15658032,Hopkins,Executive,Graduate,No,701,1,France,Urban,No,Male,39,2,0,Yes,2,Yes,Yes,0,3182,2917,161,82526.92,0,Y,1,891
581,LP002892,15692671,Dobson,Manager,Graduate,No,701,1,Spain,Semiurban,Divorced,Male,36,8,0,Yes,2,Yes,No,2,6540,0,205,169161.46,0,Y,1,948
582,LP002893,15737741,McKay,Manager,Graduate,No,607,1,Spain,Urban,No,Female,33,2,108431.87,No,2,No,Yes,0,1836,33837,90,109291.39,1,N,1,778
583,LP002894,15576352,Revell,AVP,Graduate,No,586,1,Spain,Semiurban,Married,Female,57,3,0,No,2,No,Yes,0,3166,0,36,6057.81,0,Y,1,251
584,LP002898,15753719,Rickards,Executive,Graduate,No,547,1,Germany,Rural,Divorced,Female,30,9,72392.41,Yes,Yes,Yes,No,1,1880,0,61,77077.14,0,N,1,987
585,LP002911,15803689,Begum,Sr Manager,Graduate,No,647,0,Germany,Rural,Divorced,Female,51,1,119741.77,No,2,No,No,1,2787,1917,146,54954.51,1,N,1,184
586,LP002912,15718057,Onyinyechukwuka,Manager,Graduate,No,760,1,France,Rural,Divorced,Female,51,2,100946.71,No,Yes,No,No,1,4283,3000,172,179614.8,1,N,1,451
587,LP002916,15722010,Zuyev,AVP,Graduate,No,621,1,Spain,Urban,Married,Male,53,9,170491.84,Yes,Yes,Yes,No,0,2297,1522,104,35588.07,1,Y,1,166
588,LP002917,15680998,Nwankwo,Manager,Not Graduate,No,725,1,France,Semiurban,No,Male,44,5,0,Yes,Yes,Yes,Yes,0,2165,0,70,117356.14,0,Y,1,729
589,LP002925,15614782,Hao,Sr Manager,Graduate,No,526,1,France,Semiurban,No,Male,36,1,0,Yes,Yes,Yes,No,0,4750,0,94,160696.72,0,Y,1,277
590,LP002926,15591047,Ma,Manager,Graduate,Yes,519,0,Spain,Semiurban,Divorced,Female,47,6,157296.02,No,2,No,No,2,2726,0,106,147278.43,1,N,1,703
591,LP002928,15788291,Okwuadigbo,Executive,Graduate,No,713,1,Germany,Semiurban,Married,Female,38,7,144606.22,Yes,Yes,Yes,Yes,0,3000,3416,56,56594.36,1,Y,1,435
592,LP002931,15604044,Mitchell,Manager,Graduate,Yes,700,1,France,Semiurban,Divorced,Male,38,8,134811.3,Yes,Yes,Yes,No,2,6000,0,205,1299.75,0,N,1,871
593,LP002933,15679587,Chan,Manager,Graduate,Yes,666,1,France,Semiurban,No,Female,34,9,115897.12,Yes,Yes,Yes,Yes,3+,9357,0,292,25095.03,0,Y,1,444
594,LP002936,15775153,Buchi,Executive,Graduate,No,630,1,Spain,Rural,Married,Male,32,4,82034,No,Yes,No,No,0,3859,3300,142,146326.45,0,Y,1,643
595,LP002938,15603925,Greco,Manager,Graduate,Yes,779,1,Spain,Urban,Divorced,Female,26,4,174318.13,No,2,No,Yes,0,16120,0,260,38296.21,0,Y,1,495
596,LP002940,15680970,Lombardi,Executive,Not Graduate,No,611,1,Germany,Rural,No,Female,41,2,114206.84,Yes,Yes,Yes,No,0,3833,0,110,164061.6,0,Y,1,580
597,LP002941,15697183,Uchenna,Manager,Not Graduate,Yes,685,1,Spain,Rural,Divorced,Male,43,9,0,Yes,2,Yes,No,2,6383,1000,187,107811.28,0,N,1,558
598,LP002943,15567446,Coffman,Manager,Graduate,No,646,0,Germany,Semiurban,No,Male,39,9,111574.41,Yes,Yes,Yes,Yes,0,2987,0,88,30838.51,0,N,1,987
599,LP002945,15637476,Alexandrova,Manager,Graduate,Yes,683,1,Germany,Rural,Divorced,Female,57,5,162448.69,No,Yes,No,No,0,9963,0,180,9221.78,1,Y,1,313
600,LP002948,15714939,Fallaci,Manager,Graduate,No,484,1,Germany,Urban,Divorced,Female,34,4,148249.54,No,Yes,No,Yes,2,5780,0,192,33738.27,0,Y,1,732
601,LP002949,15683503,Hudson,Sr Manager,Graduate,No,601,1,France,Urban,No,Female,43,8,0,No,3,No,Yes,3+,416,41667,350,110916.15,1,N,1,523
602,LP002950,15645569,Mai,Manager,Not Graduate,No,762,1,Spain,Rural,Married,Female,26,7,123709.46,Yes,2,Yes,Yes,0,2894,2792,155,169654.57,0,Y,1,744
603,LP002953,15782569,Stout,Manager,Graduate,No,687,1,France,Urban,Divorced,Female,72,9,0,No,Yes,No,Yes,3+,5703,0,128,69829.4,0,Y,1,381
604,LP002958,15592387,Burke,Sr Manager,Graduate,No,566,1,France,Rural,No,Male,30,5,0,Yes,Yes,Yes,No,0,3676,4301,172,54926.51,1,Y,1,663
605,LP002959,15609286,Chadwick,Executive,Graduate,No,702,1,France,Semiurban,Married,Male,37,10,150525.8,Yes,Yes,Yes,Yes,1,12000,0,496,94728.49,0,Y,1,716
606,LP002960,15814035,Lawrence,Manager,Not Graduate,No,601,1,France,Urban,Married,Male,29,9,0,Yes,Yes,Yes,Yes,0,2400,3800,,80393.27,0,N,1,371
607,LP002961,15661249,Bellucci,Manager,Graduate,No,699,1,France,Semiurban,Married,Male,53,4,0,No,2,No,Yes,1,3400,2500,173,111307.98,0,Y,1,391
608,LP002964,15629117,Harper,Executive,Not Graduate,No,584,1,France,Rural,Married,Male,28,10,0,Yes,2,Yes,No,2,3987,1411,157,19834.32,0,Y,1,430
