RowNumber,Loan_ID,CustomerId,Surname,Designation,Education,Self_Employed,CreditScore,Credit_History,Geography,Property_Area,Married,Gender,Age,Tenure,Balance,HasCar,NumOfProducts,HasCrCard,IsActiveMember,Dependents,ApplicantIncome,CoapplicantIncome, EstimatedSalary ,Exited,No Customer,LoanAmount,Loan_Status
429,LP002369,15576313,Wei,AVP,Graduate,No,486,Yes,Germany,Rural,Divorced,Female,40,9,71340.09,Yes,Yes,Yes,No,0,2920,16.12000084,"76,192",0,1,366,Loan Approved
430,LP002370,15806467,Boyle,Manager,Not Graduate,No,568,Yes,Germany,Urban,Not Married,Male,40,1,99282.63,No,Yes,No,No,0,2717,0,"1,34,601",1,1,123,Loan Approved
431,LP002377,15597602,Nwachinemelu,Manager,Graduate,Yes,619,Yes,Germany,Semiurban,Not Married,Male,57,3,137946.39,Yes,Yes,Yes,Yes,1,8624,0,"72,468",1,1,958,Loan Approved
432,LP002379,15743040,Kuznetsova,Manager,Graduate,No,724,No,Germany,Rural,Not Married,Male,41,2,127892.57,No,2,No,Yes,0,6500,0,"1,99,645",0,1,782,Not Approved
433,LP002386,15705521,Pisani,Manager,Graduate,No,548,Yes,Germany,Semiurban,Not Married,Female,33,0,101084.36,Yes,Yes,Yes,No,0,12876,0,"42,750",0,1,259,Loan Approved
434,LP002387,15595039,Manna,Executive,Graduate,No,545,Yes,Germany,Semiurban,Divorced,Female,37,8,114754.08,Yes,Yes,Yes,No,0,2425,2340,"1,36,050",1,1,298,Loan Approved
435,LP002390,15799384,Collier,Sr Manager,Graduate,No,683,Yes,France,Urban,Not Married,Male,33,8,0,No,Yes,No,No,0,3750,0,"73,564",0,1,530,Loan Approved
436,LP002393,15581197,Ricci,Executive,Graduate,No,762,Yes,France,Semiurban,Not Married,Female,51,3,99286.98,No,Yes,No,Yes,0,10047,0,"85,579",0,1,664,Loan Approved
437,LP002398,15693737,Carr,Manager,Graduate,No,627,Yes,Germany,Semiurban,Not Married,Female,30,4,79871.02,Yes,2,Yes,No,0,1926,1851,"1,29,827",0,1,767,Loan Approved
438,LP002401,15624623,Hs?,Manager,Graduate,No,516,Yes,France,Urban,Married,Male,35,10,104088.59,No,2,No,No,0,2213,1125,"1,19,666",0,1,324,Loan Approved
439,LP002403,15783501,Findlay,Manager,Graduate,Yes,800,No,France,Urban,Not Married,Female,38,2,168190.33,Yes,2,Yes,No,0,10416,0,"68,052",0,1,200,Not Approved
440,LP002407,15690134,Hughes,Manager,Not Graduate,Yes,464,Yes,Germany,Rural,Divorced,Female,42,3,85679.25,Yes,Yes,Yes,Yes,0,7142,0,"1,64,105",0,1,149,Loan Approved
441,LP002408,15782735,Chukwuemeka,Executive,Graduate,No,626,Yes,France,Semiurban,Not Married,Female,35,3,0,No,Yes,No,No,0,3660,5064,"80,190",0,1,978,Loan Approved
442,LP002409,15611088,Genovese,Manager,Graduate,No,790,Yes,France,Rural,Divorced,Female,31,9,0,Yes,2,Yes,No,0,7901,1833,"84,127",0,1,868,Loan Approved
443,LP002418,15672145,Swift,Sr Manager,Not Graduate,No,534,Yes,France,Semiurban,Not Married,Female,34,7,121551.58,Yes,2,Yes,Yes,3+,4707,1993,"70,179",0,1,482,Loan Approved
444,LP002422,15732628,Ugoji,Executive,Graduate,No,745,Yes,France,Semiurban,Not Married,Male,46,2,122220.19,Yes,Yes,Yes,Yes,1,37719,0,"1,18,024",0,1,754,Loan Approved
445,LP002424,15787470,Parkinson,Executive,Graduate,No,553,Yes,Spain,Rural,Divorced,Male,47,3,116528.15,No,Yes,No,No,0,7333,8333,"1,45,704",1,1,259,Loan Approved
446,LP002429,15803406,Ross,Manager,Graduate,Yes,748,Yes,France,Rural,Divorced,Female,26,1,77780.29,No,Yes,No,Yes,1,3466,1210,"1,83,049",0,1,323,Loan Approved
447,LP002434,15730460,Oleary,Executive,Not Graduate,No,722,Yes,France,Rural,Married,Male,37,2,0,No,Yes,No,No,2,4652,0,"1,20,907",0,1,493,Loan Approved
448,LP002435,15644572,Turnbull,VP,Graduate,No,501,Yes,France,Rural,Divorced,Male,40,4,125832.2,Yes,Yes,Yes,Yes,0,3539,1376,"1,00,434",0,1,933,Not Approved
449,LP002443,15694860,Uspensky,Executive,Graduate,No,675,No,France,Rural,Divorced,Female,38,6,68065.8,No,Yes,No,No,2,3340,1710,"1,38,777",1,1,124,Not Approved
450,LP002444,15658169,Cook,Manager,Not Graduate,Yes,778,No,Spain,Semiurban,Not Married,Female,47,6,127299.34,Yes,2,Yes,No,1,2769,1542,"1,24,695",0,1,521,Not Approved
451,LP002446,15794396,Newbold,Manager,Not Graduate,No,494,No,Germany,Rural,Married,Female,38,7,174937.64,Yes,Yes,Yes,No,2,2309,1255,"40,084",0,1,668,Not Approved
452,LP002447,15785798,Uchechukwu,Manager,Not Graduate,No,850,No,France,Urban,Divorced,Male,40,9,0,No,2,No,Yes,2,1958,1456,"1,19,232",0,1,437,Loan Approved
453,LP002448,15710825,Ch'en,Executive,Graduate,No,592,No,Spain,Rural,Married,Male,31,7,110071.1,No,Yes,No,No,0,3948,1733,"43,921",0,1,599,Not Approved
454,LP002449,15668444,He,Manager,Graduate,No,590,No,Spain,Rural,Divorced,Female,44,3,139432.37,Yes,Yes,Yes,No,0,2483,2466,"62,223",0,1,521,Loan Approved
455,LP002453,15726631,Hilton,Manager,Graduate,Yes,758,Yes,France,Semiurban,Not Married,Female,39,6,127357.76,No,Yes,No,Yes,0,7085,0,"56,577",0,1,764,Loan Approved
456,LP002455,15733797,Sal,Executive,Graduate,No,506,Yes,France,Semiurban,Married,Male,36,5,0,Yes,2,Yes,No,2,3859,0,"1,64,253",0,1,488,Loan Approved
457,LP002459,15747960,Eluemuno,Manager,Graduate,No,733,Yes,France,Urban,Divorced,Male,33,3,0,Yes,Yes,Yes,Yes,0,4301,0,"7,667",0,1,507,Loan Approved
458,LP002467,15634632,Titus,Executive,Graduate,No,711,Yes,France,Urban,Married,Male,38,3,0,Yes,2,Yes,No,0,3708,2569,"68,488",0,1,517,Not Approved
459,LP002472,15707362,Yin,Executive,Graduate,No,514,Yes,Germany,Rural,Not Married,Male,43,1,95556.31,No,Yes,No,Yes,2,4354,0,"1,99,274",1,1,693,Loan Approved
460,LP002473,15662976,Lettiere,Sr Manager,Graduate,No,637,Yes,Spain,Semiurban,Divorced,Male,37,8,0,Yes,Yes,Yes,Yes,0,8334,0,"1,86,062",0,1,122,Not Approved
461,LP002478,15732778,Templeman,Manager,Graduate,Yes,468,Yes,Germany,Semiurban,Divorced,Male,29,1,111681.98,Yes,2,Yes,Yes,0,2083,4083,"1,95,711",0,1,745,Loan Approved
462,LP002484,15718443,Chibuzo,Manager,Graduate,No,539,Yes,France,Urban,Married,Male,39,3,0,Yes,2,Yes,No,3+,7740,0,"36,692",0,1,406,Loan Approved
463,LP002487,15670039,Sun,Manager,Graduate,No,509,Yes,Spain,Rural,Divorced,Female,25,3,108738.71,Yes,2,Yes,No,0,3015,2188,"1,06,921",0,1,666,Loan Approved
464,LP002489,15773792,Evans,Sr Manager,Not Graduate,No,662,Yes,France,Semiurban,Not Married,Female,32,4,133950.37,Yes,Yes,Yes,Yes,1,5191,0,"48,726",1,1,826,Loan Approved
465,LP002493,15613786,Ogbonnaya,Executive,Graduate,No,818,No,Spain,Semiurban,Not Married,Male,26,4,0,Yes,2,Yes,Yes,0,4166,0,"1,67,037",0,1,197,Not Approved
466,LP002494,15726032,Enyinnaya,VP,Graduate,No,608,Yes,France,Rural,Not Married,Male,33,9,89968.69,Yes,Yes,Yes,No,0,6000,0,"68,777",0,1,351,Loan Approved
467,LP002500,15663252,Olisanugo,Sr Manager,Not Graduate,No,850,No,Spain,Urban,Divorced,Female,32,9,0,Yes,2,Yes,Yes,3+,2947,1664,"18,925",0,1,647,Not Approved
468,LP002501,15593782,Brookes,Manager,Graduate,No,816,Yes,Germany,Semiurban,Divorced,Female,38,5,130878.75,Yes,3,Yes,No,0,16692,0,"71,906",1,1,811,Loan Approved
469,LP002502,15633283,Padovano,Executive,Not Graduate,No,536,Yes,France,Semiurban,Divorced,Male,35,8,0,Yes,2,Yes,No,2,210,2917,"64,833",0,1,432,Loan Approved
470,LP002505,15749167,Fisk,Executive,Graduate,No,753,Yes,France,Urban,Divorced,Male,35,3,0,Yes,2,Yes,Yes,0,4333,2451,"1,84,844",0,1,915,Not Approved
471,LP002515,15759298,Shih,Manager,Graduate,Yes,631,Yes,Spain,Semiurban,Divorced,Male,27,10,134169.62,Yes,Yes,Yes,Yes,1,3450,2079,"1,76,730",0,1,644,Loan Approved
472,LP002517,15683625,Hare,Executive,Not Graduate,No,703,No,France,Rural,Married,Male,37,1,149762.08,Yes,Yes,Yes,No,1,2653,1500,"20,629",1,1,764,Not Approved
473,LP002519,15635367,Muir,Executive,Graduate,No,774,Yes,France,Semiurban,Married,Male,26,2,93844.69,Yes,Yes,Yes,No,3+,4691,0,"28,415",0,1,526,Loan Approved
474,LP002522,15681705,Fanucci,Manager,Graduate,Yes,785,Yes,France,Urban,Not Married,Male,28,8,0,Yes,2,Yes,No,0,2500,0,"77,231",0,1,842,Loan Approved
475,LP002524,15603156,Elewechi,Sr Manager,Graduate,No,571,Yes,France,Rural,Not Married,Female,33,1,0,Yes,2,Yes,No,2,5532,4648,"1,02,751",0,1,252,Loan Approved
476,LP002527,15591986,Johnston,Manager,Graduate,Yes,621,Yes,Germany,Rural,Married,Male,46,6,141078.37,No,Yes,No,No,2,16525,1014,"34,581",1,1,636,Loan Approved
477,LP002529,15798888,Pisano,Manager,Graduate,No,605,Yes,Germany,Semiurban,Married,Female,31,1,117992.59,Yes,Yes,Yes,Yes,2,6700,1750,"1,83,599",0,1,545,Loan Approved
478,LP002530,15809722,Ankudinov,Executive,Graduate,No,611,No,France,Semiurban,Married,Female,40,8,100812.33,Yes,2,Yes,No,2,2873,1872,"1,47,358",0,1,312,Not Approved
479,LP002531,15677538,Nwokike,Manager,Graduate,Yes,569,Yes,France,Semiurban,Married,Male,38,7,0,Yes,Yes,Yes,Yes,1,16667,2250,"1,08,469",0,1,342,Loan Approved
480,LP002533,15797736,Smith,Manager,Graduate,No,658,Yes,France,Urban,Divorced,Male,29,4,80262.6,Yes,Yes,Yes,Yes,2,2947,1603,"20,613",0,1,135,Not Approved
481,LP002534,15695585,Atkins,Manager,Not Graduate,No,788,Yes,Spain,Rural,Not Married,Male,34,6,156478.62,No,Yes,No,Yes,0,4350,0,"1,81,197",0,1,644,Loan Approved
482,LP002536,15744398,Burns,Executive,Not Graduate,No,525,Yes,France,Rural,Divorced,Female,23,5,0,Yes,2,Yes,No,3+,3095,0,"1,60,249",0,1,586,Loan Approved
483,LP002537,15750658,Obiuto,Executive,Graduate,No,798,Yes,France,Semiurban,Married,Male,37,8,0,No,3,No,No,0,2083,3150,"1,10,783",0,1,462,Loan Approved
484,LP002541,15578186,Pirozzi,Sr Manager,Graduate,No,486,Yes,Germany,Semiurban,Married,Male,37,9,115217.99,Yes,2,Yes,No,0,10833,0,"1,44,995",0,1,404,Loan Approved
485,LP002543,15676519,George,Manager,Graduate,No,615,Yes,Spain,Semiurban,Divorced,Male,61,9,0,Yes,2,Yes,No,2,8333,0,"1,50,228",1,1,605,Loan Approved
486,LP002544,15637954,Lewis,Manager,Not Graduate,No,730,Yes,France,Rural,Divorced,Female,35,0,155470.55,Yes,Yes,Yes,Yes,1,1958,2436,"53,718",0,1,450,Loan Approved
487,LP002545,15758639,Moran,Executive,Graduate,No,641,No,France,Rural,Not Married,Male,37,7,0,Yes,2,Yes,No,2,3547,0,"75,248",0,1,901,Not Approved
488,LP002547,15613772,Dalrymple,Manager,Graduate,No,542,Yes,France,Urban,Divorced,Male,39,3,135096.77,Yes,Yes,Yes,Yes,1,18333,0,"14,353",1,1,303,Not Approved
489,LP002555,15731744,Carslaw,Manager,Graduate,Yes,692,Yes,France,Semiurban,Divorced,Male,30,2,0,No,2,No,Yes,2,4583,2083,"1,30,487",0,1,723,Loan Approved
490,LP002556,15807709,Kirby,Executive,Graduate,No,714,Yes,Germany,Urban,Not Married,Female,55,9,180075.22,Yes,Yes,Yes,Yes,0,2435,0,"1,00,128",0,1,371,Not Approved
491,LP002560,15714689,Houghton,Executive,Not Graduate,No,591,Yes,Spain,Semiurban,Not Married,Male,29,1,97541.24,Yes,Yes,Yes,Yes,0,2699,2785,"1,96,356",0,1,732,Loan Approved
492,LP002562,15699005,Martin,Manager,Not Graduate,No,710,Yes,France,Urban,Married,Female,41,2,156067.05,Yes,Yes,Yes,Yes,1,5333,1131,"9,984",0,1,256,Loan Approved
493,LP002571,15624170,Tan,Executive,Not Graduate,No,639,Yes,France,Rural,Not Married,Female,38,4,81550.94,No,2,No,Yes,0,3691,0,"1,18,975",0,1,375,Loan Approved
494,LP002582,15725679,Hsia,Manager,Not Graduate,Yes,531,Yes,France,Semiurban,Not Married,Female,47,6,0,No,Yes,No,No,0,17263,0,"1,94,998",1,1,602,Loan Approved
495,LP002585,15585865,Westerberg,Sr Manager,Graduate,No,673,No,France,Rural,Divorced,Female,38,2,170061.92,No,2,No,No,0,3597,2157,"1,34,901",1,1,830,Not Approved
496,LP002586,15804256,Hale,Sr Manager,Graduate,No,765,Yes,Germany,Semiurban,Divorced,Male,36,8,92310.54,Yes,2,Yes,Yes,1,3326,913,"72,925",0,1,647,Loan Approved
497,LP002587,15662403,Kryukova,Manager,Not Graduate,No,622,Yes,France,Rural,Divorced,Female,32,6,169089.38,Yes,2,Yes,No,0,2600,1700,"1,01,058",0,1,489,Loan Approved
498,LP002588,15733616,Sopuluchukwu,Sr Manager,Graduate,No,806,Yes,France,Urban,Divorced,Male,40,5,80613.93,Yes,Yes,Yes,Yes,0,4625,2857,"1,42,839",0,1,555,Loan Approved
499,LP002600,15591995,Barry,Manager,Graduate,Yes,757,Yes,Germany,Semiurban,Divorced,Male,26,8,121581.56,Yes,2,Yes,Yes,1,2895,0,"1,27,059",0,1,261,Loan Approved
500,LP002602,15677020,Selezneva,Manager,Graduate,No,570,No,France,Rural,Not Married,Female,58,8,0,No,Yes,No,Yes,0,6283,4416,"1,16,504",1,1,405,Not Approved
501,LP002603,15727688,Chizuoke,Executive,Graduate,No,555,Yes,Spain,Rural,Not Married,Male,32,4,0,Yes,2,Yes,Yes,0,645,3683,"54,406",0,1,198,Loan Approved
502,LP002606,15715941,Lueck,Executive,Graduate,No,692,Yes,France,Semiurban,Not Married,Male,54,5,0,Yes,2,Yes,Yes,0,3159,0,"88,722",0,1,450,Loan Approved
503,LP002615,15714485,Udinese,VP,Graduate,No,774,Yes,France,Semiurban,Divorced,Male,60,5,85891.55,Yes,Yes,Yes,No,2,4865,5624,"74,135",1,1,393,Loan Approved
504,LP002618,15730059,Udobata,Manager,Not Graduate,No,638,Yes,Spain,Rural,Divorced,Male,44,9,77637.35,Yes,2,Yes,Yes,1,4050,5302,"1,11,346",0,1,332,Not Approved
505,LP002619,15715527,Freeman,Sr Manager,Not Graduate,No,543,Yes,Spain,Semiurban,Divorced,Female,41,4,0,No,Yes,No,No,0,3814,1483,"1,94,902",0,1,886,Loan Approved
506,LP002622,15576623,Outlaw,VP,Graduate,No,584,Yes,France,Rural,Married,Male,31,5,0,Yes,2,Yes,No,2,3510,4416,"31,474",0,1,240,Loan Approved
507,LP002624,15805565,Obiuto,Executive,Graduate,No,691,Yes,Germany,Urban,Married,Male,30,7,116927.89,Yes,Yes,Yes,No,0,20833,6667,"21,198",0,1,558,Loan Approved
508,LP002625,15677307,Lo,Executive,Graduate,No,684,Yes,Germany,Urban,Not Married,Female,40,6,137326.65,Yes,Yes,Yes,No,0,3583,0,"1,86,977",0,1,830,Not Approved
509,LP002626,15773890,Okechukwu,Manager,Graduate,Yes,733,Yes,France,Urban,Married,Male,22,5,0,Yes,2,Yes,Yes,0,2479,3013,"1,17,202",0,1,950,Loan Approved
510,LP002634,15598883,King,Sr Manager,Graduate,No,599,Yes,Spain,Urban,Not Married,Female,37,2,0,Yes,2,Yes,Yes,1,13262,0,"1,43,739",0,1,814,Loan Approved
511,LP002637,15568506,Forbes,Executive,Not Graduate,No,524,Yes,Germany,Rural,Not Married,Female,31,10,67238.98,Yes,2,Yes,Yes,0,3598,1287,"1,61,811",0,1,587,Not Approved
512,LP002640,15761043,Macleod,Sr Manager,Graduate,No,632,Yes,Germany,Semiurban,Divorced,Female,38,6,86569.76,Yes,2,Yes,No,1,6065,2004,"98,091",0,1,148,Loan Approved
513,LP002643,15782236,Gibbs,Sr Manager,Graduate,No,735,Yes,Spain,Urban,Divorced,Male,34,5,0,No,2,No,No,2,3283,2035,"71,095",0,1,252,Loan Approved
514,LP002648,15593601,Isayev,Executive,Graduate,No,734,Yes,France,Semiurban,Married,Male,34,6,133598.4,Yes,Yes,Yes,Yes,0,2130,6666,"13,107",0,1,425,Not Approved
515,LP002652,15682048,Pisano,Executive,Graduate,No,605,Yes,France,Rural,Not Married,Female,51,3,136188.78,Yes,Yes,Yes,Yes,0,5815,3666,"67,111",1,1,563,Not Approved
516,LP002659,15746902,Belstead,AVP,Graduate,No,793,Yes,Spain,Rural,Married,Male,38,9,0,Yes,2,Yes,No,3+,3466,3428,"88,225",0,1,471,Loan Approved
517,LP002670,15752081,Vassiliev,Manager,Graduate,No,468,Yes,France,Semiurban,Divorced,Female,56,10,0,No,3,No,Yes,2,2031,1632,"62,257",1,1,329,Loan Approved
518,LP002682,15781307,Schneider,Executive,Not Graduate,No,779,No,Germany,Semiurban,Married,Male,37,7,120092.52,Yes,2,Yes,No,0,3074,1800,"1,35,926",0,1,790,Not Approved
519,LP002683,15775912,Mazzanti,Executive,Graduate,No,698,Yes,France,Semiurban,Not Married,Male,48,4,101238.24,No,2,No,Yes,0,4683,1915,"1,77,816",1,1,167,Not Approved
520,LP002684,15745417,Knipe,Executive,Not Graduate,No,707,Yes,France,Rural,Not Married,Male,58,6,89685.92,No,Yes,No,Yes,0,3400,0,"1,26,471",0,1,741,Not Approved
521,LP002689,15671256,Macartney,Executive,Not Graduate,No,850,Yes,France,Semiurban,Married,Female,35,1,211774.31,Yes,Yes,Yes,No,2,2192,1742,"1,88,574",1,1,738,Loan Approved
522,LP002690,15653547,Madukwe,Executive,Graduate,No,850,Yes,France,Semiurban,Not Married,Male,56,7,131317.48,Yes,Yes,Yes,Yes,0,2500,0,"1,19,175",0,1,888,Loan Approved
523,LP002692,15595766,Watts,Manager,Graduate,Yes,527,Yes,Spain,Rural,Divorced,Male,37,5,93722.73,Yes,2,Yes,Yes,3+,5677,1424,"1,39,094",0,1,367,Loan Approved
524,LP002693,15742358,Humphreys,Manager,Graduate,Yes,696,Yes,Germany,Rural,Divorced,Male,32,8,101160.99,Yes,Yes,Yes,Yes,2,7948,7166,"1,15,917",0,1,647,Loan Approved
525,LP002697,15763274,Wu,Manager,Graduate,No,661,Yes,France,Semiurban,Not Married,Male,48,3,120320.54,No,Yes,No,No,0,4680,2087,"96,463",0,1,584,Not Approved
526,LP002699,15786063,Chin,Manager,Graduate,Yes,776,Yes,France,Rural,Married,Female,31,2,0,Yes,2,Yes,Yes,2,17500,0,"1,12,350",0,1,100,Loan Approved
527,LP002705,15600258,Chesnokova,Manager,Graduate,No,701,Yes,France,Semiurban,Divorced,Male,43,2,0,Yes,2,Yes,Yes,0,3775,0,"1,65,304",0,1,813,Loan Approved
528,LP002706,15573318,Kung,AVP,Not Graduate,No,610,No,France,Semiurban,Married,Male,26,8,0,Yes,2,Yes,No,1,5285,1430,"1,66,031",0,1,383,Loan Approved
529,LP002714,15653849,Lu,Executive,Not Graduate,No,572,Yes,Germany,Semiurban,Not Married,Female,48,3,152827.99,Yes,Yes,Yes,No,1,2679,1302,"38,412",1,1,129,Loan Approved
530,LP002716,15694272,Nkemakolam,VP,Not Graduate,No,673,Yes,France,Semiurban,Not Married,Male,30,1,64097.75,Yes,Yes,Yes,Yes,0,6783,0,"77,783",0,1,977,Loan Approved
531,LP002717,15736112,Walton,Executive,Graduate,No,519,Yes,Spain,Rural,Divorced,Female,57,2,119035.35,Yes,2,Yes,Yes,0,1025,5500,"29,872",0,1,224,Loan Approved
532,LP002720,15749851,Brookes,Manager,Graduate,No,702,Yes,Spain,Urban,Divorced,Female,26,4,135219.57,No,Yes,No,Yes,3+,4281,0,"59,748",0,1,630,Loan Approved
533,LP002723,15663478,Baldwin,VP,Graduate,No,729,No,France,Rural,Not Married,Male,32,6,93694.42,Yes,Yes,Yes,Yes,2,3588,0,"79,919",0,1,417,Not Approved
534,LP002729,15592300,Mai,Manager,Graduate,No,543,No,Spain,Semiurban,Not Married,Male,35,10,59408.63,Yes,Yes,Yes,No,1,11250,0,"76,774",0,1,222,Not Approved
535,LP002731,15567832,Shih,Manager,Not Graduate,Yes,550,Yes,France,Urban,Not Married,Female,40,7,114354.95,Yes,Yes,Yes,No,0,18165,0,"54,019",0,1,106,Loan Approved
536,LP002732,15776780,He,VP,Not Graduate,Yes,608,Yes,France,Rural,Not Married,Male,59,1,0,Yes,Yes,Yes,No,0,2550,2042,"70,650",1,1,289,Loan Approved
537,LP002734,15592846,Fiorentini,Executive,Graduate,No,639,Yes,Germany,Urban,Divorced,Male,35,10,128173.9,Yes,2,Yes,No,0,6133,3906,"59,093",0,1,839,Loan Approved
538,LP002738,15739803,Lucciano,Executive,Graduate,No,686,Yes,Spain,Semiurban,Not Married,Male,34,9,0,Yes,2,Yes,No,2,3617,0,"1,27,570",0,1,579,Loan Approved
539,LP002739,15794142,Ferreira,Manager,Not Graduate,No,564,Yes,Germany,Rural,Divorced,Female,62,5,114931.35,No,3,No,Yes,0,2917,536,"18,261",1,1,392,Not Approved
540,LP002740,15762729,Ukaegbunam,Manager,Graduate,No,745,Yes,Germany,Rural,Divorced,Female,28,1,111071.36,Yes,Yes,Yes,No,3+,6417,0,"73,276",1,1,960,Loan Approved
541,LP002741,15667896,De Luca,Manager,Graduate,No,833,Yes,France,Semiurban,Married,Male,37,8,151226.18,Yes,2,Yes,Yes,1,4608,2845,"1,36,129",0,1,374,Loan Approved
542,LP002743,15626578,Milne,Manager,Graduate,No,622,No,France,Semiurban,Not Married,Male,26,9,0,Yes,2,Yes,Yes,0,2138,0,"1,53,238",0,1,735,Not Approved
543,LP002753,15776223,Davide,Executive,Graduate,No,597,Yes,France,Semiurban,Not Married,Female,42,4,64740.12,Yes,Yes,Yes,Yes,1,3652,0,"1,06,841",0,1,268,Loan Approved
544,LP002755,15705953,Kodilinyechukwu,Executive,Not Graduate,No,721,Yes,Spain,Urban,Divorced,Male,51,0,169312.13,Yes,Yes,Yes,No,1,2239,2524,"1,09,078",1,1,841,Loan Approved
545,LP002757,15802593,Little,Manager,Not Graduate,No,504,Yes,France,Semiurban,Married,Female,49,7,0,No,3,No,Yes,0,3017,663,"87,822",1,1,228,Loan Approved
546,LP002767,15615457,Burns,AVP,Graduate,No,842,Yes,Spain,Rural,Divorced,Female,44,2,112652.08,Yes,2,Yes,No,0,2768,1950,"1,26,645",0,1,530,Loan Approved
547,LP002768,15708916,Paterson,AVP,Not Graduate,No,587,Yes,France,Semiurban,Not Married,Male,38,0,0,Yes,2,Yes,No,0,3358,0,"47,414",0,1,178,Not Approved
548,LP002772,15720187,Han,Executive,Graduate,No,479,Yes,Germany,Rural,Not Married,Female,30,7,143964.36,Yes,2,Yes,No,0,2526,1783,"41,880",0,1,428,Loan Approved
549,LP002776,15595440,Kryukova,Manager,Graduate,No,508,No,France,Semiurban,Not Married,Male,49,7,122451.46,Yes,2,Yes,Yes,0,5000,0,"75,808",0,1,393,Not Approved
550,LP002777,15600651,Ijendu,Executive,Graduate,No,749,Yes,France,Rural,Divorced,Male,24,1,0,Yes,3,Yes,Yes,0,2785,2016,"47,911",0,1,272,Loan Approved
551,LP002778,15750141,Reichard,Manager,Graduate,Yes,721,No,Germany,Rural,Divorced,Female,36,3,65253.07,Yes,2,Yes,No,2,6633,0,"28,738",0,1,561,Not Approved
552,LP002784,15657284,Day,Manager,Not Graduate,No,674,Yes,Germany,Rural,Married,Male,47,6,106901.94,Yes,Yes,Yes,Yes,1,2492,2375,"2,079",1,1,361,Loan Approved
553,LP002785,15763063,Price,Executive,Graduate,No,685,Yes,Spain,Urban,Divorced,Female,25,10,128509.63,Yes,Yes,Yes,No,1,3333,3250,"1,21,562",0,1,242,Loan Approved
554,LP002788,15709324,Bruce,Manager,Not Graduate,No,417,No,France,Urban,Married,Male,34,7,0,Yes,2,Yes,No,0,2454,2333,"55,004",0,1,546,Not Approved
555,LP002789,15711309,Sumrall,Manager,Graduate,No,574,No,Germany,Rural,Divorced,Male,33,3,129834.67,Yes,Yes,Yes,No,0,3593,4266,"1,93,131",0,1,595,Not Approved
556,LP002792,15775318,Lu,VP,Graduate,No,590,Yes,Spain,Semiurban,Divorced,Female,51,3,154962.99,No,3,No,Yes,1,5468,1032,"1,91,932",1,1,678,Loan Approved
557,LP002794,15705515,Lazarev,Manager,Graduate,No,587,Yes,Germany,Urban,Not Married,Male,40,5,138241.9,Yes,2,Yes,No,0,2667,1625,"1,59,418",0,1,395,Loan Approved
558,LP002795,15634844,Miller,Manager,Graduate,Yes,598,Yes,Germany,Semiurban,Divorced,Male,41,3,91536.93,Yes,Yes,Yes,No,3+,10139,0,"1,91,469",1,1,744,Loan Approved
559,LP002798,15717046,Wentworth-Shields,Executive,Graduate,No,741,Yes,Spain,Semiurban,Divorced,Male,53,3,0,Yes,2,Yes,Yes,0,3887,2669,"38,914",0,1,999,Loan Approved
560,LP002804,15571816,Ritchie,Executive,Graduate,No,850,Yes,Spain,Semiurban,Divorced,Female,70,5,0,Yes,Yes,Yes,Yes,0,4180,2306,705,0,1,807,Loan Approved
561,LP002807,15670080,Mackenzie,Manager,Not Graduate,No,584,Yes,Germany,Semiurban,Married,Female,29,7,105204.01,No,Yes,No,Yes,2,3675,242,"1,38,490",0,1,637,Loan Approved
562,LP002813,15800440,Power,Manager,Graduate,Yes,650,Yes,Spain,Semiurban,Married,Male,61,1,152968.73,No,Yes,No,Yes,1,19484,0,"82,971",0,1,679,Loan Approved
563,LP002820,15665678,Tan,Executive,Graduate,No,607,Yes,Spain,Rural,Divorced,Male,36,8,158261.68,Yes,Yes,Yes,Yes,0,5923,2054,"76,745",0,1,233,Loan Approved
564,LP002821,15665956,Pendergrass,Manager,Not Graduate,Yes,509,Yes,France,Semiurban,Not Married,Female,46,1,0,Yes,Yes,Yes,No,0,5800,0,"71,245",1,1,235,Loan Approved
565,LP002832,15788126,Evans,Manager,Graduate,No,689,No,Spain,Urban,Divorced,Female,38,6,121021.05,Yes,Yes,Yes,Yes,2,8799,0,"12,182",0,1,968,Not Approved
566,LP002833,15811773,Hsia,Manager,Not Graduate,No,543,No,France,Rural,Divorced,Male,36,4,0,Yes,2,Yes,Yes,0,4467,0,"1,41,211",0,1,598,Loan Approved
567,LP002836,15651674,Billson,Manager,Graduate,No,438,Yes,Spain,Urban,Not Married,Female,54,2,0,No,Yes,No,No,0,3333,0,"1,91,763",1,1,935,Loan Approved
568,LP002837,15689614,Teng,Executive,Graduate,No,687,No,Spain,Rural,Married,Female,63,1,137715.66,Yes,Yes,Yes,Yes,3+,3400,2500,"37,939",0,1,779,Not Approved
569,LP002840,15795564,Moretti,Manager,Graduate,No,737,Yes,Germany,Urban,Not Married,Male,31,5,121192.22,Yes,2,Yes,Yes,0,2378,0,"74,891",0,1,776,Not Approved
570,LP002841,15706647,Jordan,Manager,Graduate,No,761,No,France,Urban,Married,Male,31,7,0,Yes,3,Yes,Yes,0,3166,2064,"1,66,698",0,1,156,Not Approved
571,LP002842,15728505,Ts'ao,Executive,Graduate,No,601,Yes,France,Urban,Married,Male,44,1,100486.18,Yes,2,Yes,Yes,1,3417,1750,"62,679",0,1,453,Loan Approved
